Código;Cliente;Data;Entradas;Saída;Patrimônio;Qtde. Cotas;Cota;Aporte de Títulos;Retirada de Títulos;Dia;Mês;Ano;Total
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-30;0,00;0,00;34.402.729,48;21.601.931,58082440;1,59257654;0,00;0,00;0,1022%;0,3601%;2,7738%;59,2577%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-30;0,00;0,00;72.628.800,87;51.433.046,67831480;1,41210380;0,00;0,00;0,4439%;-3,9698%;11,3522%;41,2104%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-30;0,00;0,00;112.048.230,92;6.910.631,11557605;16,21389263;0,00;0,00;0,0985%;-4,4241%;-4,9394%;62,1389%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-30;0,00;0,00;152.572.555,89;100.494.180,20570500;1,51822280;0,00;0,00;0,0466%;-2,9895%;-0,0230%;51,8223%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-30;0,00;0,00;196.394.126,25;118.349.389,21560600;1,65944351;0,00;0,00;0,0634%;0,0450%;2,5366%;65,9444%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-30;0,00;0,00;239.230.315,27;144.682.672,65772100;1,65348283;0,00;0,00;0,0734%;0,9115%;3,1734%;65,3483%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-30;0,00;4.238.411,05;281.472.316,73;169.785.286,34171700;1,65781336;0,00;0,00;0,1030%;-0,5398%;2,6630%;65,7813%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-30;0,00;0,00;383.703.751,40;218.879.682,08451300;1,75303504;0,00;0,00;0,0788%;0,9640%;3,2076%;75,3035%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-30;0,00;2.072.458,25;578.022.499,76;346.320.771,56793200;1,66903791;0,00;0,00;0,1030%;-0,5132%;2,6656%;66,9038%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-30;0,00;0,00;1.096.545.004,96;650.565.651,32015400;1,68552552;0,00;0,00;0,0730%;0,7703%;3,0547%;68,5526%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-30;0,00;5.410.000,00;1.151.121.807,84;737.178.867,92557100;1,56152306;0,00;0,00;0,0644%;0,7113%;2,6698%;56,1523%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-31;0,00;0,00;17.638.010,27;10.641.075,75109980;1,65754015;0,00;0,00;0,1206%;0,8892%;3,1380%;65,7540%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-31;0,00;0,00;34.497.282,94;21.601.931,58082440;1,59695362;0,00;0,00;0,2748%;0,6359%;3,0563%;59,6954%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-31;0,00;0,00;74.536.740,48;51.433.046,67831480;1,44919940;0,00;0,00;2,6270%;-1,4471%;14,2774%;44,9199%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-31;0,00;0,00;111.621.165,03;6.910.631,11557605;16,15209424;0,00;0,00;-0,3811%;-4,7884%;-5,3017%;61,5209%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-31;0,00;0,00;153.221.585,25;100.494.180,20570500;1,52468118;0,00;0,00;0,4254%;-2,5768%;0,4023%;52,4681%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-31;0,00;0,00;196.751.781,79;118.349.389,21560600;1,66246554;0,00;0,00;0,1821%;0,2272%;2,7233%;66,2466%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-31;0,00;0,00;239.504.517,96;144.682.672,65772100;1,65537803;0,00;0,00;0,1146%;1,0272%;3,2917%;65,5378%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-31;16.000,00;0,00;282.391.087,22;169.794.906,75340200;1,66313049;0,00;0,00;0,3207%;-0,2208%;2,9923%;66,3130%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-31;0,00;0,00;384.218.798,39;218.879.682,08451300;1,75538814;0,00;0,00;0,1342%;1,0996%;3,3461%;75,5388%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-31;540.000,00;0,00;580.369.516,64;346.643.302,95287900;1,67425567;0,00;0,00;0,3126%;-0,2022%;2,9865%;67,4256%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-31;0,00;0,00;1.097.900.534,44;650.565.651,32015400;1,68760913;0,00;0,00;0,1236%;0,8949%;3,1821%;68,7609%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-31;0,00;3.626,29;1.152.219.889,16;737.176.547,86846300;1,56301756;0,00;0,00;0,0957%;0,8077%;2,7681%;56,3018%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-01;0,00;0,00;17.648.404,08;10.641.075,75109980;1,65851691;0,00;0,00;0,0589%;0,0589%;3,1988%;65,8517%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-01;0,00;0,00;34.539.235,53;21.601.931,58082440;1,59889570;0,00;0,00;0,1216%;0,1216%;3,1816%;59,8896%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-01;0,00;0,00;74.924.505,08;51.433.046,67831480;1,45673861;0,00;0,00;0,5202%;0,5202%;14,8719%;45,6739%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-01;0,00;0,00;111.852.289,40;6.910.631,11557605;16,18553899;0,00;0,00;0,2071%;0,2071%;-5,1056%;61,8554%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-01;0,00;0,00;153.511.369,14;100.494.180,20570500;1,52756477;0,00;0,00;0,1891%;0,1891%;0,5922%;52,7565%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-01;0,00;0,00;196.880.852,23;118.349.389,21560600;1,66355613;0,00;0,00;0,0656%;0,0656%;2,7907%;66,3556%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-01;0,00;0,00;239.644.469,23;144.682.672,65772100;1,65634533;0,00;0,00;0,0584%;0,0584%;3,3520%;65,6345%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-01;0,00;0,00;282.751.789,58;169.794.906,75340200;1,66525484;0,00;0,00;0,1277%;0,1277%;3,1238%;66,5255%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-01;0,00;0,00;384.478.762,34;218.879.682,08451300;1,75657584;0,00;0,00;0,0677%;0,0677%;3,4160%;75,6576%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-01;0,00;0,00;581.099.000,80;346.643.302,95287900;1,67636009;0,00;0,00;0,1257%;0,1257%;3,1160%;67,6360%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-01;0,00;0,00;1.098.558.374,25;650.565.651,32015400;1,68862031;0,00;0,00;0,0599%;0,0599%;3,2439%;68,8620%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-01;0,00;0,00;1.153.032.402,30;737.176.547,86846300;1,56411975;0,00;0,00;0,0705%;0,0705%;2,8405%;56,4120%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-02;0,00;150.000,00;17.506.053,93;10.550.672,68777630;1,65923581;0,00;0,00;0,0433%;0,1023%;3,2435%;65,9236%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-02;0,00;0,00;34.552.824,00;21.601.931,58082440;1,59952474;0,00;0,00;0,0393%;0,1610%;3,2222%;59,9525%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-02;0,00;0,00;74.723.016,54;51.433.046,67831480;1,45282112;0,00;0,00;-0,2689%;0,2499%;14,5630%;45,2821%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-02;0,00;0,00;111.690.518,68;6.910.631,11557605;16,16213003;0,00;0,00;-0,1446%;0,0621%;-5,2429%;61,6213%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-02;0,00;0,00;153.518.166,42;100.494.180,20570500;1,52763241;0,00;0,00;0,0044%;0,1936%;0,5967%;52,7632%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-02;0,00;0,00;196.982.294,03;118.349.389,21560600;1,66441327;0,00;0,00;0,0515%;0,1172%;2,8437%;66,4413%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-02;0,00;0,00;239.764.522,20;144.682.672,65772100;1,65717510;0,00;0,00;0,0501%;0,1086%;3,4038%;65,7175%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-02;42.483,75;0,00;282.776.977,43;169.820.420,17515100;1,66515297;0,00;0,00;-0,0061%;0,1216%;3,1175%;66,5153%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-02;0,00;0,00;384.665.120,39;218.879.682,08451300;1,75742726;0,00;0,00;0,0485%;0,1162%;3,4662%;75,7427%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-02;16.641,95;20.072,58;581.068.367,19;346.641.256,38149200;1,67628162;0,00;0,00;-0,0047%;0,1210%;3,1111%;67,6282%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-02;0,00;0,00;1.099.039.571,27;650.565.651,32015400;1,68935997;0,00;0,00;0,0438%;0,1037%;3,2891%;68,9360%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-02;4.208,68;3.141,31;1.153.541.736,89;737.177.229,97717000;1,56480923;0,00;0,00;0,0441%;0,1146%;2,8859%;56,4809%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-06;0,00;0,00;17.511.736,14;10.550.672,68777630;1,65977437;0,00;0,00;0,0325%;0,1348%;3,2770%;65,9774%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-06;0,00;0,00;34.576.752,03;21.601.931,58082440;1,60063242;0,00;0,00;0,0693%;0,2304%;3,2937%;60,0632%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-06;0,00;0,00;74.667.543,45;51.433.046,67831480;1,45174257;0,00;0,00;-0,0742%;0,1755%;14,4779%;45,1743%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-06;0,00;0,00;111.511.364,71;6.910.631,11557605;16,13620563;0,00;0,00;-0,1604%;-0,0984%;-5,3949%;61,3621%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-06;0,00;0,00;153.511.323,98;100.494.180,20570500;1,52756432;0,00;0,00;-0,0045%;0,1891%;0,5922%;52,7564%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-06;0,00;0,00;197.021.282,19;118.349.389,21560600;1,66474270;0,00;0,00;0,0198%;0,1370%;2,8640%;66,4743%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-06;0,00;0,00;239.854.540,99;144.682.672,65772100;1,65779728;0,00;0,00;0,0375%;0,1461%;3,4426%;65,7797%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-06;6.908,33;0,00;282.787.176,63;169.824.568,89285000;1,66517235;0,00;0,00;0,0012%;0,1228%;3,1187%;66,5172%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-06;0,00;0,00;384.826.667,89;218.879.682,08451300;1,75816533;0,00;0,00;0,0420%;0,1582%;3,5096%;75,8165%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-06;6.685,11;0,00;581.085.659,04;346.645.244,36771600;1,67631221;0,00;0,00;0,0018%;0,1228%;3,1130%;67,6312%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-06;0,00;0,00;1.099.399.443,25;650.565.651,32015400;1,68991314;0,00;0,00;0,0327%;0,1365%;3,3229%;68,9913%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-06;20.000,00;0,00;1.154.006.750,59;737.190.006,15909600;1,56541290;0,00;0,00;0,0386%;0,1533%;2,9256%;56,5413%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-07;0,00;0,00;17.516.122,31;10.550.672,68777630;1,66019010;0,00;0,00;0,0250%;0,1599%;3,3029%;66,0190%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-07;0,00;0,00;34.581.531,41;21.601.931,58082440;1,60085367;0,00;0,00;0,0138%;0,2442%;3,3080%;60,0854%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-07;0,00;0,00;74.692.161,90;51.433.046,67831480;1,45222122;0,00;0,00;0,0330%;0,2085%;14,5156%;45,2221%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-07;0,00;0,00;111.706.914,21;6.910.631,11557605;16,16450254;0,00;0,00;0,1754%;0,0768%;-5,2290%;61,6450%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-07;0,00;0,00;153.337.197,55;100.494.180,20570500;1,52583162;0,00;0,00;-0,1134%;0,0755%;0,4781%;52,5832%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-07;0,00;0,00;197.002.126,89;118.349.389,21560600;1,66458085;0,00;0,00;-0,0097%;0,1272%;2,8540%;66,4581%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-07;0,00;0,00;239.923.123,13;144.682.672,65772100;1,65827130;0,00;0,00;0,0286%;0,1748%;3,4722%;65,8271%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-07;0,00;0,00;282.863.102,97;169.824.568,89285000;1,66561944;0,00;0,00;0,0268%;0,1497%;3,1464%;66,5619%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-07;0,00;249.771,28;384.706.941,73;218.737.666,48530200;1,75875947;0,00;0,00;0,0338%;0,1921%;3,5446%;75,8759%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-07;3.150,38;0,00;581.244.645,23;346.647.123,21541900;1,67676177;0,00;0,00;0,0268%;0,1497%;3,1407%;67,6762%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-07;0,00;76.538,39;1.099.599.412,58;650.520.371,39252800;1,69033817;0,00;0,00;0,0252%;0,1617%;3,3489%;69,0338%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-07;11.361,76;0,00;1.154.450.981,93;737.197.261,43326400;1,56600009;0,00;0,00;0,0375%;0,1908%;2,9642%;56,6000%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-08;0,00;5.000,00;17.538.608,54;10.547.665,70301980;1,66279526;0,00;0,00;0,1569%;0,3170%;3,4650%;66,2795%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-08;0,00;0,00;34.686.693,73;21.601.931,58082440;1,60572186;0,00;0,00;0,3041%;0,5491%;3,6221%;60,5722%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-08;0,00;0,00;76.377.058,69;51.433.046,67831480;1,48498025;0,00;0,00;2,2558%;2,4690%;17,0989%;48,4980%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-08;0,00;0,00;112.301.742,37;6.910.631,11557605;16,25057690;0,00;0,00;0,5325%;0,6097%;-4,7243%;62,5058%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-08;0,00;0,00;154.349.822,93;100.494.180,20570500;1,53590808;0,00;0,00;0,6604%;0,7363%;1,1416%;53,5908%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-08;0,00;0,00;197.601.466,67;118.349.389,21560600;1,66964501;0,00;0,00;0,3042%;0,4319%;3,1669%;66,9645%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-08;0,00;0,00;240.242.355,73;144.682.672,65772100;1,66047773;0,00;0,00;0,1331%;0,3081%;3,6099%;66,0478%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-08;0,00;0,00;284.080.742,95;169.824.568,89285000;1,67278943;0,00;0,00;0,4305%;0,5808%;3,5904%;67,2789%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-08;31.188,10;0,00;385.362.641,25;218.755.370,75561300;1,76161454;0,00;0,00;0,1623%;0,3547%;3,7127%;76,1615%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-08;0,00;0,00;583.697.545,66;346.647.123,21541900;1,68383784;0,00;0,00;0,4220%;0,5723%;3,5759%;68,3838%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-08;0,00;0,00;1.101.363.721,41;650.520.371,39252800;1,69305032;0,00;0,00;0,1605%;0,3224%;3,5147%;69,3050%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-08;0,00;0,00;1.156.156.211,40;737.197.261,43326400;1,56831322;0,00;0,00;0,1477%;0,3388%;3,1162%;56,8313%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-09;0,00;30.000,00;17.521.133,35;10.529.636,66953300;1,66398271;0,00;0,00;0,0714%;0,3887%;3,5389%;66,3983%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-09;0,00;0,00;34.724.263,34;21.601.931,58082440;1,60746104;0,00;0,00;0,1083%;0,6580%;3,7344%;60,7461%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-09;0,00;0,00;77.584.352,14;51.433.046,67831480;1,50845336;0,00;0,00;1,5807%;4,0887%;18,9499%;50,8453%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-09;0,00;0,00;111.416.528,96;6.910.631,11557605;16,12248246;0,00;0,00;-0,7882%;-0,1833%;-5,4753%;61,2248%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-09;0,00;0,00;154.761.562,62;100.494.180,20570500;1,54000523;0,00;0,00;0,2668%;1,0051%;1,4114%;54,0005%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-09;0,00;0,00;197.758.098,56;118.349.389,21560600;1,67096848;0,00;0,00;0,0793%;0,5115%;3,2487%;67,0968%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-09;0,00;0,00;240.413.351,30;144.682.672,65772100;1,66165960;0,00;0,00;0,0712%;0,3795%;3,6836%;66,1660%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-09;0,00;0,00;284.492.573,94;169.824.568,89285000;1,67521446;0,00;0,00;0,1450%;0,7266%;3,7406%;67,5214%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-09;0,00;20.000,00;385.612.572,33;218.744.025,48106100;1,76284848;0,00;0,00;0,0700%;0,4250%;3,7853%;76,2848%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-09;0,00;0,00;584.517.201,03;346.647.123,21541900;1,68620237;0,00;0,00;0,1404%;0,7136%;3,7214%;68,6202%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-09;0,00;0,00;1.102.164.327,28;650.520.371,39252800;1,69428103;0,00;0,00;0,0727%;0,3953%;3,5900%;69,4281%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-09;0,00;0,00;1.156.792.591,16;737.197.261,43326400;1,56917646;0,00;0,00;0,0550%;0,3940%;3,1730%;56,9176%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-10;0,00;0,00;17.524.177,80;10.529.636,66953300;1,66427184;0,00;0,00;0,0174%;0,4061%;3,5569%;66,4272%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-10;0,00;0,00;34.772.724,81;21.601.931,58082440;1,60970442;0,00;0,00;0,1396%;0,7984%;3,8792%;60,9704%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-10;0,00;0,00;78.222.367,47;51.433.046,67831480;1,52085814;0,00;0,00;0,8224%;4,9447%;19,9280%;52,0858%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-10;0,00;0,00;110.382.778,09;6.910.631,11557605;15,97289397;0,00;0,00;-0,9278%;-1,1095%;-6,3523%;59,7289%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-10;0,00;0,00;154.864.317,93;100.494.180,20570500;1,54102773;0,00;0,00;0,0664%;1,0721%;1,4788%;54,1028%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-10;0,00;0,00;197.682.928,98;118.349.389,21560600;1,67033333;0,00;0,00;-0,0380%;0,4733%;3,2095%;67,0333%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-10;0,00;0,00;240.516.429,19;144.682.672,65772100;1,66237204;0,00;0,00;0,0429%;0,4225%;3,7281%;66,2372%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-10;50.401,73;0,00;284.560.734,37;169.854.653,74779300;1,67531903;0,00;0,00;0,0062%;0,7329%;3,7471%;67,5319%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-10;0,00;0,00;385.784.442,84;218.744.025,48106100;1,76363419;0,00;0,00;0,0446%;0,4698%;3,8316%;76,3634%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-10;256.167,21;0,00;584.798.892,45;346.799.036,19407700;1,68627600;0,00;0,00;0,0044%;0,7180%;3,7259%;68,6276%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-10;0,00;0,00;1.102.355.599,39;650.520.371,39252800;1,69457506;0,00;0,00;0,0174%;0,4128%;3,6080%;69,4575%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-10;101.947,90;0,00;1.157.860.678,52;737.262.176,26458800;1,57048702;0,00;0,00;0,0835%;0,4779%;3,2592%;57,0487%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-13;0,00;48.000,00;17.488.193,39;10.500.814,98917330;1,66541296;0,00;0,00;0,0686%;0,4750%;3,6279%;66,5413%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-13;0,00;0,00;34.816.741,82;21.601.931,58082440;1,61174207;0,00;0,00;0,1266%;0,9260%;4,0107%;61,1742%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-04-13;0,00;0,00;78.449.581,63;51.433.046,67831480;1,52527580;0,00;0,00;0,2905%;5,2495%;20,2764%;52,5276%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-04-13;0,00;0,00;110.358.802,40;6.910.631,11557605;15,96942458;0,00;0,00;-0,0217%;-1,1309%;-6,3727%;59,6942%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-04-13;0,00;0,00;155.142.247,26;100.494.180,20570500;1,54379335;0,00;0,00;0,1795%;1,2535%;1,6609%;54,3793%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-04-13;0,00;0,00;197.822.725,73;118.349.389,21560600;1,67151455;0,00;0,00;0,0707%;0,5443%;3,2824%;67,1515%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-04-13;0,00;0,00;240.672.233,31;144.682.672,65772100;1,66344890;0,00;0,00;0,0648%;0,4876%;3,7953%;66,3449%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-04-13;2.296.974,14;0,00;287.119.910,17;171.224.458,27180300;1,67686272;0,00;0,00;0,0921%;0,8257%;3,8427%;67,6863%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-04-13;0,00;2.600.000,00;383.458.632,90;217.270.843,90184700;1,76488767;0,00;0,00;0,0711%;0,5412%;3,9054%;76,4888%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-04-13;3.865.278,77;0,00;589.198.170,53;349.089.143,20273300;1,68781579;0,00;0,00;0,0913%;0,8099%;3,8206%;68,7816%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-04-13;0,00;2.600.000,00;1.100.524.539,82;648.987.132,93520500;1,69575710;0,00;0,00;0,0698%;0,4828%;3,6802%;69,5757%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-04-13;1.344.906,67;0,00;1.160.037.895,25;738.117.923,92899500;1,57161594;0,00;0,00;0,0719%;0,5501%;3,3334%;57,1616%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-04-14;0,00;0,00;17.501.604,72;10.500.814,98917330;1,66669013;0,00;0,00;0,0767%;0,5520%;3,7074%;66,6690%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-04-14;0,00;0,00;34.852.807,64;21.601.931,58082440;1,61341163;0,00;0,00;0,1036%;1,0306%;4,1184%;61,3412%
